SymptomIdex,SymptomName,SymptomGroupId
395,polyuria,79
396,vomiting,80
397,sunken eyes,80
398,dehydration,80
399,diarrhoea,80
400,vomiting,81
401,sunken eyes,81
402,dehydration,81
403,diarrhoea,81
404,sunken eyes,82
405,dehydration,82
406,diarrhoea,82
407,vomiting,83
408,dehydration,83
409,diarrhoea,83
410,vomiting,84
411,sunken eyes,84
412,diarrhoea,84
413,vomiting,85
414,sunken eyes,85
415,dehydration,85
416,vomiting,86
417,sunken eyes,86
418,dehydration,86
419,diarrhoea,86
420,sunken eyes,87
421,dehydration,87
422,diarrhoea,87
423,vomiting,88
424,dehydration,88
425,diarrhoea,88
426,vomiting,89
427,sunken eyes,89
428,diarrhoea,89
429,fatigue,90
430,cough,90
431,high fever,90
432,breathlessness,90
433,family history,90
434,mucoid sputum,90
435,cough,91
436,high fever,91
437,breathlessness,91
438,family history,91
439,mucoid sputum,91
440,fatigue,92
441,high fever,92
442,breathlessness,92
443,family history,92
444,mucoid sputum,92
445,fatigue,93
446,cough,93
447,breathlessness,93
448,family history,93
449,mucoid sputum,93
450,fatigue,94
451,cough,94
452,high fever,94
453,family history,94
454,mucoid sputum,94
455,fatigue,95
456,cough,95
457,high fever,95
458,breathlessness,95
459,mucoid sputum,95
460,fatigue,96
461,cough,96
462,high fever,96
463,breathlessness,96
464,family history,96
465,fatigue,97
466,cough,97
467,high fever,97
468,breathlessness,97
469,family history,97
470,mucoid sputum,97
471,cough,98
472,high fever,98
473,breathlessness,98
474,family history,98
475,mucoid sputum,98
476,fatigue,99
477,high fever,99
478,breathlessness,99
479,family history,99
480,mucoid sputum,99
481,headache,100
482,chest pain,100
483,dizziness,100
484,loss of balance,100
485,lack of concentration,100
486,chest pain,101
487,dizziness,101
488,loss of balance,101
489,lack of concentration,101
490,headache,102
491,dizziness,102
492,loss of balance,102
493,lack of concentration,102
494,headache,103
495,chest pain,103
496,loss of balance,103
497,lack of concentration,103
498,headache,104
499,chest pain,104
500,dizziness,104
501,lack of concentration,104
502,headache,105
503,chest pain,105
504,dizziness,105
505,loss of balance,105
506,headache,106
507,chest pain,106
508,dizziness,106
509,loss of balance,106
510,lack of concentration,106
511,chest pain,107
512,dizziness,107
513,loss of balance,107
514,lack of concentration,107
515,headache,108
516,dizziness,108
517,loss of balance,108
518,lack of concentration,108
519,headache,109
520,chest pain,109
521,loss of balance,109
522,lack of concentration,109
523,acidity,110
524,indigestion,110
525,headache,110
526,blurred and distorted vision,110
527,excessive hunger,110
528,stiff neck,110
529,depression,110
530,irritability,110
531,visual disturbances,110
532,indigestion,111
533,headache,111
534,blurred and distorted vision,111
535,excessive hunger,111
536,stiff neck,111
537,depression,111
538,irritability,111
539,visual disturbances,111
540,acidity,112
541,headache,112
542,blurred and distorted vision,112
543,excessive hunger,112
544,stiff neck,112
545,depression,112
546,irritability,112
547,visual disturbances,112
548,acidity,113
549,indigestion,113
550,blurred and distorted vision,113
551,excessive hunger,113
552,stiff neck,113
553,depression,113
554,irritability,113
555,visual disturbances,113
556,acidity,114
557,indigestion,114
558,headache,114
559,excessive hunger,114
560,stiff neck,114
561,depression,114
562,irritability,114
563,visual disturbances,114
564,acidity,115
565,indigestion,115
566,headache,115
567,blurred and distorted vision,115
568,stiff neck,115
569,depression,115
570,irritability,115
571,visual disturbances,115
572,acidity,116
573,indigestion,116
574,headache,116
575,blurred and distorted vision,116
576,excessive hunger,116
577,depression,116
578,irritability,116
579,visual disturbances,116
580,acidity,117
581,indigestion,117
582,headache,117
583,blurred and distorted vision,117
584,excessive hunger,117
585,stiff neck,117
586,irritability,117
587,visual disturbances,117
588,acidity,118
589,indigestion,118
590,headache,118
591,blurred and distorted vision,118
592,excessive hunger,118
593,stiff neck,118
594,depression,118
595,visual disturbances,118
596,acidity,119
597,indigestion,119
598,headache,119
599,blurred and distorted vision,119
600,excessive hunger,119
601,stiff neck,119
602,depression,119
603,irritability,119
604,back pain,120
605,weakness in limbs,120
606,neck pain,120
607,dizziness,120
608,loss of balance,120
609,back pain,121
610,weakness in limbs,121
611,neck pain,121
612,dizziness,121
613,loss of balance,121
614,weakness in limbs,122
615,neck pain,122
616,dizziness,122
617,loss of balance,122
618,back pain,123
619,neck pain,123
620,dizziness,123
621,loss of balance,123
622,back pain,124
623,weakness in limbs,124
624,dizziness,124
625,loss of balance,124
626,back pain,125
627,weakness in limbs,125
628,neck pain,125
629,loss of balance,125
630,back pain,126
631,weakness in limbs,126
632,neck pain,126
633,dizziness,126
634,back pain,127
635,weakness in limbs,127
636,neck pain,127
637,dizziness,127
638,loss of balance,127
639,weakness in limbs,128
640,neck pain,128
641,dizziness,128
642,loss of balance,128
643,back pain,129
644,neck pain,129
645,dizziness,129
646,loss of balance,129
647,vomiting,130
648,headache,130
649,weakness of one body side,130
650,altered sensorium,130
651,vomiting,131
652,headache,131
653,weakness of one body side,131
654,altered sensorium,131
655,headache,132
656,weakness of one body side,132
657,altered sensorium,132
658,vomiting,133
659,weakness of one body side,133
660,altered sensorium,133
661,vomiting,134
662,headache,134
663,altered sensorium,134
664,vomiting,135
665,headache,135
666,weakness of one body side,135
667,vomiting,136
668,headache,136
669,weakness of one body side,136
670,altered sensorium,136
671,headache,137
672,weakness of one body side,137
673,altered sensorium,137
674,vomiting,138
675,weakness of one body side,138
676,altered sensorium,138
677,vomiting,139
678,headache,139
679,altered sensorium,139
680,itching,140
681,vomiting,140
682,fatigue,140
683,weight loss,140
684,high fever,140
685,yellowish skin,140
686,dark urine,140
687,abdominal pain,140
688,itching,141
689,vomiting,141
690,fatigue,141
691,weight loss,141
692,high fever,141
693,yellowish skin,141
694,dark urine,141
695,abdominal pain,141
696,vomiting,142
697,fatigue,142
698,weight loss,142
699,high fever,142
700,yellowish skin,142
701,dark urine,142
702,abdominal pain,142
703,itching,143
704,fatigue,143
705,weight loss,143
706,high fever,143
707,yellowish skin,143
708,dark urine,143
709,abdominal pain,143
710,itching,144
711,vomiting,144
712,weight loss,144
713,high fever,144
714,yellowish skin,144
715,dark urine,144
716,abdominal pain,144
717,itching,145
718,vomiting,145
719,fatigue,145
720,high fever,145
721,yellowish skin,145
722,dark urine,145
723,abdominal pain,145
724,itching,146
725,vomiting,146
726,fatigue,146
727,weight loss,146
728,yellowish skin,146
729,dark urine,146
730,abdominal pain,146
731,itching,147
732,vomiting,147
733,fatigue,147
734,weight loss,147
735,high fever,147
736,dark urine,147
737,abdominal pain,147
738,itching,148
739,vomiting,148
740,fatigue,148
741,weight loss,148
742,high fever,148
743,yellowish skin,148
744,abdominal pain,148
745,itching,149
746,vomiting,149
747,fatigue,149
748,weight loss,149
749,high fever,149
750,yellowish skin,149
751,dark urine,149
752,chills,150
753,vomiting,150
754,high fever,150
755,sweating,150
756,headache,150
757,nausea,150
758,muscle pain,150
759,chills,151
760,vomiting,151
761,high fever,151
762,sweating,151
763,headache,151
764,nausea,151
765,diarrhoea,151
766,muscle pain,151
767,chills,152
768,vomiting,152
769,high fever,152
770,sweating,152
771,headache,152
772,nausea,152
773,diarrhoea,152
774,muscle pain,152
775,vomiting,153
776,high fever,153
777,sweating,153
778,headache,153
779,nausea,153
780,diarrhoea,153
781,muscle pain,153
782,chills,154
783,high fever,154
784,sweating,154
785,headache,154
786,nausea,154
787,diarrhoea,154
788,muscle pain,154
789,chills,155
790,vomiting,155
791,sweating,155
792,headache,155
793,nausea,155
794,diarrhoea,155
795,muscle pain,155
796,chills,156
797,vomiting,156
798,high fever,156
799,headache,156
800,nausea,156
801,diarrhoea,156
802,muscle pain,156
803,chills,157
804,vomiting,157
805,high fever,157
806,sweating,157
807,nausea,157
808,diarrhoea,157
809,muscle pain,157
810,chills,158
811,vomiting,158
812,high fever,158
813,sweating,158
814,headache,158
815,diarrhoea,158
816,muscle pain,158
817,chills,159
818,vomiting,159
819,high fever,159
820,sweating,159
821,headache,159
822,nausea,159
823,muscle pain,159
824,itching,160
825,skin rash,160
826,fatigue,160
827,lethargy,160
828,high fever,160
829,headache,160
830,loss of appetite,160
831,mild fever,160
832,swelled lymph nodes,160
833,malaise,160
834,red spots over body,160
835,skin rash,161
836,fatigue,161
837,lethargy,161
838,high fever,161
839,headache,161
840,loss of appetite,161
841,mild fever,161
842,swelled lymph nodes,161
843,malaise,161
844,red spots over body,161
845,itching,162
846,fatigue,162
847,lethargy,162
848,high fever,162
849,headache,162
850,loss of appetite,162
851,mild fever,162
852,swelled lymph nodes,162
853,malaise,162
854,red spots over body,162
855,itching,163
856,skin rash,163
857,lethargy,163
858,high fever,163
859,headache,163
860,loss of appetite,163
861,mild fever,163
862,swelled lymph nodes,163
863,malaise,163
864,red spots over body,163
865,itching,164
866,skin rash,164
867,fatigue,164
868,high fever,164
869,headache,164
870,loss of appetite,164
871,mild fever,164
872,swelled lymph nodes,164
873,malaise,164
874,red spots over body,164
875,itching,165
876,skin rash,165
877,fatigue,165
878,lethargy,165
879,headache,165
880,loss of appetite,165
881,mild fever,165
882,swelled lymph nodes,165
883,malaise,165
884,red spots over body,165
885,itching,166
886,skin rash,166
887,fatigue,166
888,lethargy,166
889,high fever,166
890,loss of appetite,166
891,mild fever,166
892,swelled lymph nodes,166
893,malaise,166
894,red spots over body,166
895,itching,167
896,skin rash,167
897,fatigue,167
898,lethargy,167
899,high fever,167
900,headache,167
901,mild fever,167
902,swelled lymph nodes,167
903,malaise,167
904,red spots over body,167
905,itching,168
906,skin rash,168
907,fatigue,168
908,lethargy,168
909,high fever,168
910,headache,168
911,loss of appetite,168
912,swelled lymph nodes,168
913,malaise,168
914,red spots over body,168
915,itching,169
916,skin rash,169
917,fatigue,169
918,lethargy,169
919,high fever,169
920,headache,169
921,loss of appetite,169
922,mild fever,169
923,malaise,169
924,red spots over body,169
925,skin rash,170
926,chills,170
927,joint pain,170
928,vomiting,170
929,fatigue,170
930,high fever,170
931,headache,170
932,nausea,170
933,loss of appetite,170
934,pain behind the eyes,170
935,back pain,170
936,muscle pain,170
937,red spots over body,170
938,skin rash,171
939,chills,171
940,joint pain,171
941,vomiting,171
942,fatigue,171
943,high fever,171
944,headache,171
945,nausea,171
946,loss of appetite,171
947,pain behind the eyes,171
948,back pain,171
949,malaise,171
950,red spots over body,171
951,skin rash,172
952,chills,172
953,joint pain,172
954,vomiting,172
955,fatigue,172
956,high fever,172
957,headache,172
958,nausea,172
959,loss of appetite,172
960,pain behind the eyes,172
961,back pain,172
962,malaise,172
963,muscle pain,172
964,skin rash,173
965,chills,173
966,joint pain,173
967,vomiting,173
968,fatigue,173
969,high fever,173
970,headache,173
971,nausea,173
972,loss of appetite,173
973,pain behind the eyes,173
974,back pain,173
975,malaise,173
976,muscle pain,173
977,red spots over body,173
978,chills,174
979,joint pain,174
980,vomiting,174
981,fatigue,174
982,high fever,174
983,headache,174
984,nausea,174
985,loss of appetite,174
986,pain behind the eyes,174
987,back pain,174
988,malaise,174
989,muscle pain,174
990,red spots over body,174
991,skin rash,175
992,joint pain,175
993,vomiting,175
994,fatigue,175
995,high fever,175
996,headache,175
997,nausea,175
998,loss of appetite,175
999,pain behind the eyes,175
1000,back pain,175
1001,malaise,175
1002,muscle pain,175
1003,red spots over body,175
1004,skin rash,176
1005,chills,176
1006,vomiting,176
1007,fatigue,176
1008,high fever,176
1009,headache,176
1010,nausea,176
1011,loss of appetite,176
1012,pain behind the eyes,176
1013,back pain,176
1014,malaise,176
1015,muscle pain,176
1016,red spots over body,176
1017,skin rash,177
1018,chills,177
1019,joint pain,177
1020,fatigue,177
1021,high fever,177
1022,headache,177
1023,nausea,177
1024,loss of appetite,177
1025,pain behind the eyes,177
1026,back pain,177
1027,malaise,177
1028,muscle pain,177
1029,red spots over body,177
1030,skin rash,178
1031,chills,178
1032,joint pain,178
1033,vomiting,178
1034,high fever,178
1035,headache,178
1036,nausea,178
1037,loss of appetite,178
1038,pain behind the eyes,178
1039,back pain,178
1040,malaise,178
1041,muscle pain,178
1042,red spots over body,178
1043,skin rash,179
1044,chills,179
1045,joint pain,179
1046,vomiting,179
1047,fatigue,179
1048,headache,179
1049,nausea,179
1050,loss of appetite,179
1051,pain behind the eyes,179
1052,back pain,179
1053,malaise,179
1054,muscle pain,179
1055,red spots over body,179
1056,chills,180
1057,vomiting,180
1058,fatigue,180
1059,high fever,180
1060,nausea,180
1061,constipation,180
1062,abdominal pain,180
1063,diarrhoea,180
1064,toxic look (typhos),180
1065,belly pain,180
1066,chills,181
1067,vomiting,181
1068,fatigue,181
1069,high fever,181
1070,headache,181
1071,constipation,181
1072,abdominal pain,181
1073,diarrhoea,181
1074,toxic look (typhos),181
1075,belly pain,181
1076,chills,182
1077,vomiting,182
1078,fatigue,182
1079,high fever,182
1080,headache,182
1081,nausea,182
1082,abdominal pain,182
1083,diarrhoea,182
1084,toxic look (typhos),182
1085,belly pain,182
1086,chills,183
1087,vomiting,183
1088,fatigue,183
1089,high fever,183
1090,headache,183
1091,nausea,183
1092,constipation,183
1093,diarrhoea,183
1094,toxic look (typhos),183
1095,belly pain,183
1096,chills,184
1097,vomiting,184
1098,fatigue,184
1099,high fever,184
1100,headache,184
1101,nausea,184
1102,constipation,184
1103,abdominal pain,184
1104,toxic look (typhos),184
1105,belly pain,184
1106,chills,185
1107,vomiting,185
1108,fatigue,185
1109,high fever,185
1110,headache,185
1111,nausea,185
1112,constipation,185
1113,abdominal pain,185
1114,diarrhoea,185
1115,belly pain,185
1116,chills,186
1117,vomiting,186
1118,fatigue,186
1119,high fever,186
1120,headache,186
1121,nausea,186
1122,constipation,186
1123,abdominal pain,186
1124,diarrhoea,186
1125,toxic look (typhos),186
1126,chills,187
1127,vomiting,187
1128,fatigue,187
1129,high fever,187
1130,headache,187
1131,nausea,187
1132,constipation,187
1133,abdominal pain,187
1134,diarrhoea,187
1135,toxic look (typhos),187
1136,belly pain,187
1137,chills,188
1138,vomiting,188
1139,fatigue,188
1140,high fever,188
1141,headache,188
1142,nausea,188
1143,constipation,188
1144,abdominal pain,188
1145,diarrhoea,188
1146,toxic look (typhos),188
1147,belly pain,188
1148,chills,189
1149,fatigue,189
1150,high fever,189
1151,headache,189
1152,nausea,189
1153,constipation,189
1154,abdominal pain,189
1155,diarrhoea,189
1156,toxic look (typhos),189
1157,belly pain,189
1158,joint pain,190
1159,vomiting,190
1160,yellowish skin,190
1161,dark urine,190
1162,nausea,190
1163,loss of appetite,190
1164,abdominal pain,190
1165,diarrhoea,190
1166,mild fever,190
1167,yellowing of eyes,190
1168,muscle pain,190
1169,joint pain,191
1170,vomiting,191
1171,yellowish skin,191
1172,dark urine,191
1173,nausea,191
1174,loss of appetite,191
1175,abdominal pain,191
1176,diarrhoea,191
1177,mild fever,191
1178,yellowing of eyes,191
1179,muscle pain,191
1180,vomiting,192
1181,yellowish skin,192
1182,dark urine,192
1183,nausea,192
1184,loss of appetite,192
1185,abdominal pain,192
1186,diarrhoea,192
1187,mild fever,192
1188,yellowing of eyes,192
1189,muscle pain,192
1190,joint pain,193
1191,yellowish skin,193
1192,dark urine,193
1193,nausea,193
1194,loss of appetite,193
1195,abdominal pain,193
1196,diarrhoea,193
1197,mild fever,193
1198,yellowing of eyes,193
1199,muscle pain,193
1200,joint pain,194
1201,vomiting,194
1202,dark urine,194
1203,nausea,194
1204,loss of appetite,194
1205,abdominal pain,194
1206,diarrhoea,194
1207,mild fever,194
1208,yellowing of eyes,194
1209,muscle pain,194
1210,joint pain,195
1211,vomiting,195
1212,yellowish skin,195
1213,nausea,195
1214,loss of appetite,195
1215,abdominal pain,195
1216,diarrhoea,195
1217,mild fever,195
1218,yellowing of eyes,195
1219,muscle pain,195
1220,joint pain,196
1221,vomiting,196
1222,yellowish skin,196
1223,dark urine,196
1224,loss of appetite,196
1225,abdominal pain,196
1226,diarrhoea,196
1227,mild fever,196
1228,yellowing of eyes,196
1229,muscle pain,196
1230,joint pain,197
1231,vomiting,197
1232,yellowish skin,197
1233,dark urine,197
1234,nausea,197
1235,abdominal pain,197
1236,diarrhoea,197
1237,mild fever,197
1238,yellowing of eyes,197
1239,muscle pain,197
1240,joint pain,198
1241,vomiting,198
1242,yellowish skin,198
1243,dark urine,198
1244,nausea,198
1245,loss of appetite,198
1246,diarrhoea,198
1247,mild fever,198
1248,yellowing of eyes,198
1249,muscle pain,198
1250,joint pain,199
1251,vomiting,199
1252,yellowish skin,199
1253,dark urine,199
1254,nausea,199
1255,loss of appetite,199
1256,abdominal pain,199
1257,mild fever,199
1258,yellowing of eyes,199
1259,muscle pain,199
1260,itching,200
1261,fatigue,200
1262,lethargy,200
1263,yellowish skin,200
1264,dark urine,200
1265,loss of appetite,200
1266,abdominal pain,200
1267,yellow urine,200
1268,yellowing of eyes,200
1269,malaise,200
1270,receiving blood transfusion,200
1271,receiving unsterile injections,200
1272,itching,201
1273,fatigue,201
1274,lethargy,201
1275,yellowish skin,201
1276,dark urine,201
1277,loss of appetite,201
1278,abdominal pain,201
1279,yellow urine,201
1280,yellowing of eyes,201
1281,malaise,201
1282,receiving blood transfusion,201
1283,receiving unsterile injections,201
1284,fatigue,202
1285,lethargy,202
1286,yellowish skin,202
1287,dark urine,202
1288,loss of appetite,202
1289,abdominal pain,202
1290,yellow urine,202
1291,yellowing of eyes,202
1292,malaise,202
1293,receiving blood transfusion,202
1294,receiving unsterile injections,202
1295,itching,203
1296,lethargy,203
1297,yellowish skin,203
1298,dark urine,203
1299,loss of appetite,203
1300,abdominal pain,203
1301,yellow urine,203
1302,yellowing of eyes,203
1303,malaise,203
1304,receiving blood transfusion,203
1305,receiving unsterile injections,203
1306,itching,204
1307,fatigue,204
1308,yellowish skin,204
1309,dark urine,204
1310,loss of appetite,204
1311,abdominal pain,204
1312,yellow urine,204
1313,yellowing of eyes,204
1314,malaise,204
1315,receiving blood transfusion,204
1316,receiving unsterile injections,204
1317,itching,205
1318,fatigue,205
1319,lethargy,205
1320,dark urine,205
1321,loss of appetite,205
1322,abdominal pain,205
1323,yellow urine,205
1324,yellowing of eyes,205
1325,malaise,205
1326,receiving blood transfusion,205
1327,receiving unsterile injections,205
1328,itching,206
1329,fatigue,206
1330,lethargy,206
1331,yellowish skin,206
1332,loss of appetite,206
1333,abdominal pain,206
1334,yellow urine,206
1335,yellowing of eyes,206
1336,malaise,206
1337,receiving blood transfusion,206
1338,receiving unsterile injections,206
1339,itching,207
1340,fatigue,207
1341,lethargy,207
1342,yellowish skin,207
1343,dark urine,207
1344,abdominal pain,207
1345,yellow urine,207
1346,yellowing of eyes,207
1347,malaise,207
1348,receiving blood transfusion,207
1349,receiving unsterile injections,207
1350,itching,208
1351,fatigue,208
1352,lethargy,208
1353,yellowish skin,208
1354,dark urine,208
1355,loss of appetite,208
1356,yellow urine,208
1357,yellowing of eyes,208
1358,malaise,208
1359,receiving blood transfusion,208
1360,receiving unsterile injections,208
1361,itching,209
1362,fatigue,209
1363,lethargy,209
1364,yellowish skin,209
1365,dark urine,209
1366,loss of appetite,209
1367,abdominal pain,209
1368,yellowing of eyes,209
1369,malaise,209
1370,receiving blood transfusion,209
1371,receiving unsterile injections,209
1372,fatigue,210
1373,yellowish skin,210
1374,nausea,210
1375,loss of appetite,210
1376,family history,210
1377,fatigue,211
1378,yellowish skin,211
1379,nausea,211
1380,loss of appetite,211
1381,yellowing of eyes,211
1382,family history,211
1383,yellowish skin,212
1384,nausea,212
1385,loss of appetite,212
1386,yellowing of eyes,212
1387,family history,212
1388,fatigue,213
1389,nausea,213
1390,loss of appetite,213
1391,yellowing of eyes,213
1392,family history,213
1393,fatigue,214
1394,yellowish skin,214
1395,loss of appetite,214
1396,yellowing of eyes,214
1397,family history,214
1398,fatigue,215
1399,yellowish skin,215
1400,nausea,215
1401,yellowing of eyes,215
1402,family history,215
1403,fatigue,216
1404,yellowish skin,216
1405,nausea,216
1406,loss of appetite,216
1407,family history,216
1408,fatigue,217
1409,yellowish skin,217
1410,nausea,217
1411,loss of appetite,217
1412,yellowing of eyes,217
1413,fatigue,218
1414,yellowish skin,218
1415,nausea,218
1416,loss of appetite,218
1417,yellowing of eyes,218
1418,family history,218
